Kalimat,Anotasi Program,Anotasi Furqon,Anotasi Richard,Richard dan Furqon,Anotasi Yuly
"Sementara itu, Kapolrestabes Medan Kombes Dadang Hartanto menambahkan, banyaknya personel yang diturunkan untuk memastikan proses pemeriksaan JR Saragih berlangsung aman.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL B-A1 I-A1 I-A1 I-A1 I-A1 O,"O O O B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O O O O O O O O B-A0 I-A0 I-A0 I-A0 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-A1 I-A1 B-V B-AM-ADV O  ",O O O B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-ADV I-AM-ADV O,Beda,
"Dadang mengucapkan, ""Potensi ancaman dan gangguan tetap ada sehingga harus kita antisipasi,""",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 I-A0 I-A0 I-A0 B-V I-V B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Salah seorang tim kuasa hukum JR Saragih, Ikhwaluddin Simatupang yang dimintai komentarnya memilih bungkam.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-ADV O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 O,Beda,
"Ikhwaluddin bilang, tidak bisa berkomentar karena menjalankan perintah kliennya.",None (predicate not found),"B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O B-AM-NEG I-AM-NEG B-V B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O",B-A0 B-V O B-AM-NEG B-AM-MOD B-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"Ikhwaluddin berkata secara singkat, ""Intinya kita tetap kooperatif, menunjukkan itikad baik sebagai negarawan karena JR Saragih juga bupati Simalungun,"" ",B-A0 B-V B-AM-ADV I-AM-ADV O O B-A0 B-A0 B-AM-ADV I-AM-ADV O B-V B-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O,"B-A0 B-V B-AM-ADV I-AM-ADV O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O O O O B-A0 B-AM-ADV I-AM-ADV O B-V B-A1 B-AM-ADV I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O","B-A0 B-V B-AM-ADV I-AM-ADV O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O O O O B-A0 B-AM-ADV I-AM-ADV O B-V B-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O",Beda,
"Di luar gedung Bawaslu Sumut, ratusan massa pendukung setia JR Saragih bergantian berorasi.",None (predicate not found),B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-ADV B-V O,B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-ADV B-V O,Sama,
ratusan massa pendukung setia JR Saragih kecewa dan tidak terima JR Saragih menjadi tersangka.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-A1 B-AM-NEG B-V B-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-ADV O B-AM-ADV I-AM-ADV B-A1 I-A1 B-V B-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O O B-AM-NEG B-V B-A1 I-A1 I-A1 I-A1 O,Beda,
"Massa berteriak, ""Hidup JR, hidup Ance. Tak masuk akal, penetapan status tersangka itu cacat hukum. Kami menolak status tersangka JR Saragih. Kami akan melawan segala bentuk kezaliman, JR Saragih adalah putra terbaik Sumut,"" ",None (more than 30),"B-A0 B-V O O B-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O 

O O O O B-A1 I-A1 O B-1 I-A1 O B-AM-ADV I-AM-ADV O B-A0 I-A0 I-A0 B-AM-ADV I-AM-ADV I-AM-ADV O B-A0 B-V B-A1 I-A1 I-A1 I-A1 O B-A0 O B-V B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 B-AM-ADV B-AM-LOC O O ",B-A0 B-V O O B-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Di tempat terpisah, pengamat politik dari Universitas Islam Negeri Sumut Faisal Riza menilai, kasus yang dihadapi JR Saragih menjadi preseden buruk Partai Demokrat.",B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-LOC I-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-A1 I-A1 O,B-AM-LOC I-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
JR Saragih Dicoret sebagai calon gubernur oleh KPU Sumut mengindikasikan ketidaksiapan berkompetisi.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 O,Sama,
Faisal mengakui ada keganjilan dalam perkara hilang ijazah JR Saragih ketika hendak dilegalisir pasca-putusan Bawaslu Sumut.,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Faisal berucap, ""Kalau mau melegalisir ijazah, kenapa tak difotokopikan dulu? Kesannya JR sedang bermain-main. Bagaimana seorang pemimpin teledor begitu? Kalau dokumen penting saja hilang, dokumen negara milik masyarakat pun bisa hilanglah kalau dia jadi gubernur,"" ",None (more than 30),"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O O O B-V B-A0 O O B-AM-NEG B-A1 I-A1 O B-A0 I-A0 O B-V O O B-A0 I-A0 B-AM-ADV O O O B-A0 I-A0 B-AM-ADV O B-AM-ADV O B-A0 I-A0 I-A0 I-A0 O B-AM-ADV I-AM-ADV O B-A0 B-V B-A1 O O ",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Faisal menambahkan, ""SBY harus memberi teguran atau sanksi. Apalagi komando satgas adalah AHY. Bagaimana dia mensupervisi ini?"" ",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O B-AM-TMP O O,"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 B-AM-MOD B-V B-A1 I-A1 I-A1 O O B-A0 I-A0 B-V B-A1 O O B-A0 B-V B-A1 O O  ","B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 B-AM-MOD B-V B-A1 I-A1 I-A1 O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O O O O O O",Beda,
"Idrus mengungkapkan, Dinamika JR Saragih akan berimplikasi pada nama baik dan elektabilitas Partai Demokrat 2019 mendatang",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-TMP,"B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O B-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP O",B-A0 B-V O B-A1 I-A1 I-A1 B-AM-MOD I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP O,Beda,
"Idrus berpendapat, Partai Demokrat mencalonkan JR untuk memanaskan mesin partai jelang pilpres mendatang.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP O,"B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O B-A0 I-A0 B-V B-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP O",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Idrus mengakhiri, ""Tapi saya tidak melihat JR Saragih menggerakkan Partai Demokrat secara paripurna dalam konteks pemenangan pilkada. Pasangan JR-Ance tidak serius, indikasinya, sampai hari ini tidak punya markas tim pemenangan. Bahkan, resistensi dari internal terhadap pencalonan JR Saragih masih kuat,"" ",None (more than 30),"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O B-AM-NEG B-A0 B-AM-NEG B-V B-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O B-A0 I-A0 B-AM-ADV I-AM-ADV O O O B-AM-TMP I-AM-TMP I-AM-TMP B-AM-NEG B-V B-A1 I-A1 I-A1 O O O B-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV O O 

","B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O O B-A0 B-AM-NEG B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV I-A1 I-A1 I-A1 I-A1 O B-A0 I-A0 B-AM-NEG B-A1 O B-AM-CAU O B-AM-TMP I-AM-TMP I-AM-TMP B-AM-NEG B-V B-A1 I-A1 I-A1 O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O O",Beda,
"Seperti diberitakan, Sentra Gakkumdu melalui Direktur Kriminal Umum Polda Sumut Kombes Pol Andi Rian menetapkan JR Saragih sebagai tersangka pemalsuan dokumen saat mendaftar menjadi bakal calon gubernur Sumatra Utara pada Kamis 15 Maret 2018. Penetapan ini berdasarkan keterangan saksi-saksi dan sejumlah barang bukti.",None (more than 30),O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O ,O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A1 I-A1 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Andi mengatakan, ""Kita memiliki bukti konkrit. JR Saragih melanggar UU Nomor 10 Tahun 2016 Pasal 184 tentang pilkada dengan ancaman hukuman enam tahun penjara,""",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 B-V B-A1 B-AM-ADV O B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O O","B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 B-V B-A1 I-A1 O B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O",Beda,
Panitia Pengawas Pemilu Kota Padang memanggil dua orang aparatur sipil negara yang diduga memihak salah satu pasangan calon dalam Pilkada Padang 2018.,B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O ,B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
dua orang aparatur sipil negara yang diduga memihak salah satu pasangan calon dalam Pilkada Padang 2018 adalah Dian Fakri yang saat ini menjabat sebagai Staf Ahli Kota Padang dan Camat Nanggalo Teddy Antonius.,None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,None (predicate not found),Beda,
"Ketua Panwaslu Padang Dorri Putra menyebutkan, berdasarkan kajian pihaknya, Dian Fakri terbukti melakukan pelanggaran dan akan diadukan ke Komisi Aparatur Sipil Negara melalui Bawaslu Provinsi Sumbar dan Bawaslu RI.",None (more than 30),"B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-AM-EXT I-AM-EXT I-AM-EXT O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O O O O O O O O O B-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O   ",B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Dorri menerangkan ""Berdasarkan temuan kami, Staf Ahli Pemkot Padang tersebut melakukan pelanggaran saat mengunggah foto bersama dengan Mahyeldi Ansharullah, calon wali kota Padang, ke Facebook. Ketika diklarifikasi, beliau mengaku foto tersebut diambil saat menghadiri pembukaan Festival Kebudayaan Jepang di Universitas Bung Hatta,"" Senin 19 Maret 2018.",None (more than 30),"B-A0 B-V O B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O

O O O B-AM-EXT I-AM-EXT I-AM-EXT O B-A0 I-A0 I-A I-A I-A B-V B-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP O B-A0 B-V B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-LOC I-AM-LOC I-AM-LOC O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O  ","B-A0 B-V O B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O

O O O B-AM-CAU I-AM-CAU I-AM-CAU O B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O I-AM-TMP I-AM-TMP O B-AM-TMP I-AM-TMP O B-A0 B-V B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O O O O O O O",Beda,
"Dorri menyebutkan, hal terkait sanksi yang akan diterima menjadi kewenangan KASN.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,"B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 O",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Sementara Dorri menyatakan, untuk kasus Camat Nanggalo yang juga memajang foto dirinya dengan salah satu petahana di kantor camat, Panwaslu masih melakukan kajian.",B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O B-A0 O B-V B-A1 I-A1,O B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O B-A0 O B-V B-A1 O ,O B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O I-A1 I-A1 I-A1 I-A1 O,Beda,
"Dorri menerangkan, ""Untuk Camat Nanggalo ini kami sudah memanggil yang bersangkutan. Beliau juga sudah menghadirkan saksi yang menguatkan bahwa kegiatan tersebut tidak ada maksud kampanye, """,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O O B-A1 I-A1 I-A1 B-A0 O B-V B-A1 I-A1 O B-A0 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-NEG I-A1 I-A1 I-A1 O O    ",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Camat Nanggalo Teddy Antonius menyebutkan, foto bersama petahana Mahyeldi Ansharullah yang dipasang di kantornya tersebut digunakan sebagai bahan penilaian camat berprestasi.",B-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,"B-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

O O O O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-LOC I-AM-LOC I-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-ADV O",B-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
Camat Nanggalo Teddy Antonius memasang foto bersama petahana Mahyeldi Ansharullah karena Wali Kota Mahyeldi Ansharullah turut membantunya mendorong pengembangan kampung tertinggal di Padang.,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-LOC I-AM-LOC,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-LOC I-AM-LOC O ,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-LOC I-AM-LOC O,Beda,
foto bersama petahana Mahyeldi Ansharullah diambil pada rentang Oktober hingga November 2017. Sementara penilaian berlangsung pada 6 Maret 2018.,None (predicate not found),B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O O B-A0 B-V B-AM-TMP,B-A1 I-A1 I-A1 I-A1 I-A1 B-V B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O O B-A0 B-V B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
